cover,artwork name,song genre,artist,song title,artistic category,mood,year,collections
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC110224173.jpeg,River Echoes at Sunset,Indie,Bon Iver,Seasons of Gold,Abstract,Calming,"Warm, orange, yellow, pink","Forest, fall, trippy, surreal"
https://storage.googleapis.com/workthisfucker/ProcreateFiles/PFBRUINS8814.jpeg,Visionary Canvas,Psychedelic,MGMT,Visionary Canvas,Surreal,Euphoric,"Vibrant, yellow, black, red, warm tones","Graffiti, festival, trippy, hipstoric"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource374.jpg,Dreamlike Vibrance,Psychedelic,Tame Impala,Colors in Motion,Abstract,Euphoric,"Yellow, Orange, Green, Purple, Pink, Vibrant","Trippy, Summer, Boho, Contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource351.jpg,Reflective Pool Serenity,Psychedelic,Tame Impala,Ripples in Blue,Abstract,Calming,Blue cool tone,Trippy summer beach
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource339.jpg,Turquoise Serenity,Indie,Bon Iver,Reflections Beneath,Abstract,Calming,Cool tone,"Trippy, Summer, Surf, Contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC9906923.jpeg,Dreamscape in Bloom,Indie,Aurora,Blurred Harmony,"Nature, Surreal","Calming, Euphoric","Green, Blue, Purple, Neutral","Forest, Trippy"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource158.jpg,"""Surreal Urban Drift""",Ambient,Brian Eno,"""Ascent (An Ending)""",abstract,calming,"red, pink, neutral","contemporary, trippy"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource499.jpg,Dreamlight Forest,Psychedelic Electronic,Tame Impala,Motion Silhouettes,abstract,euphoric,"vibrant, green, purple","neon, forest, trippy"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC110224118.jpeg,Dreamy Blossom Blur,Indie,Florence + The Machine,Bloom in Motion,abstract,euphoric,"vibrant, colorful, blue, purple, yellow","flower, spring, trippy"
https://storage.googleapis.com/workthisfucker/ProcreateFiles/PF0514A52.jpeg,Electric Effusion,Psychedelic Electronic,Flume,Color Cascade,Abstract,Euphoric,Vibrant Blue Yellow Green White,Trippy Contemporary
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC90066.jpeg,"""Solitude Viewpoint""",Ambient,Brian Eno,"""Windows in the Sky""",surreal,calming,green,"trippy, contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC0303241152.jpeg,"""Vivid Abstraction: Rhythms in Red""",Indie,Explosions in the Sky,"""Your Hand in Mine""",abstract,euphoric,"vibrant, red, orange, yellow","contemporary, trippy"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource505.jpg,Dreaming in Autumn,Indie,Aurora,Colors of the Fall,Nature,Calming,"Green, orange, yellow, red, brown, warm tone","Forest, fall, trippy"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC03032418.jpeg,Euphoria's Castle,Psychedelic,Tame Impala,Brushstrokes of Euphoria,Abstract,Euphoric,"Vibrant, colorful, blue, pink, purple","Trippy, neon, contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource676.jpg,Vivid Tapestry of Chaos,Psychedelic,Tame Impala,Color Waves,Abstract,Euphoric,"Vibrant, colorful, blue, brown, green, purple","Trippy, contemporary, hipstoric"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource18.jpg,Twilight Serenity,Indie,Bon Iver,Twilight Serenity,Nature,Calming,"Blue, Dark tones","Forest, Surf, Trippy, Space"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource189.jpg,Starburst Serenade,Indie,Aurora,Radiant Stillness,"abstract, nature",calming,"green, vibrant","trippy, hipstoric, forest"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource444.jpg,The Shadowed Journey,Indie,Bon Iver,Shadows in Greenlight,surreal,wanderlust,green,"trippy, hipstoric"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource365.jpg,Layers of Reflection,Indie,Tame Impala,Layers of Love,Abstract,Calming,"Vibrant, Colorful","Trippy, Hipstoric, Contemporary"
https://storage.googleapis.com/workthisfucker/ProcreateFiles/PFBruinsR2.jpeg,Dynamic Arcade,Pop,Imagine Dragons,On Top of the World,modern pop,euphoric,"red, blue, white","contemporary, trippy"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC110224187.jpeg,Reflections of Serenity at Dusk,Indie,Bon Iver,Calm Tides,Beach,Calming,"Vibrant, yellow, warm, orange, pink, blue","Surf, beach, summer, trippy, boho"
https://storage.googleapis.com/workthisfucker/ProcreateFiles/PFBRUINS8802.jpeg,Fiery Nest,Rock,Johnny Cash,Ring of Fire,Abstract,Euphoric,"Dark, Vibrant","Trippy, Neon, Contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource115.jpg,Radiant Echoes,Psychedelic,Visionary Vibes Collective,Crimson Reverberation,Maximalist,Rebellious,"Red, neutral","Graffiti, trippy, contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource812.jpeg,Colorful Chaos,Psychedelic,Tame Impala,Colorful Chaos,abstract,euphoric,"vibrant, yellow, blue, red, purple, green, orange","trippy, graffiti, contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource438.jpg,Reflections of Serenity,Indie,Bon Iver,Ripples of Light,"Abstract, Nature",Calming,"Blue, Orange, Green, Yellow, Brown","Forest, Fall, Trippy, Contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource211.jpg,Cityscape Reverie,psychedelic,Tame Impala,Cityscape Reverie,"abstract, urban, surreal","calming, euphoric","blue, brown, vibrant, blue-green","contemporary, trippy, urban"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource183.jpg,Blurred Journeys,Psychedelic,Tame Impala,Walking Through Echoes,"Surreal, Urban","Euphoric, Wanderlust","Black and white, Cool tone","Trippy, Hipstoric"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource187.jpg,Radial Reflections,Psychedelic rock,Tame Impala,Echoes in Motion,Abstract,Wanderlust,Neutral,"Trippy, contemporary, boho"
https://storage.googleapis.com/workthisfucker/ProcreateFiles/PFBruinsR14.jpeg,Abstract Odyssey in Blue,Indie,Sigur Rós,Sæglópur,abstract,calming,blue,"contemporary, trippy"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC0303241163.jpeg,Dreamscape Safari,Psychedelic Rock,Tame Impala,Rainbow Reverie,surreal,euphoric,vibrant,"trippy, animal, neon"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource225.jpg,Floating Realities,Psychedelic,Tame Impala,Reflective Horizons,Abstract,Calming,"Blue, brown, warm","Contemporary, trippy, beach"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC11022416.jpeg,Whispering Grove of Dreams,Psychedelic,Tame Impala,Lush Horizons,Surreal,Calming,"Vibrant, green, red","Forest, trippy, boho"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource63.jpg,Colorful Experimentation,Pop,Various Artists,Colors of Joy,maximalist,euphoric,"vibrant, colorful","contemporary, trippy, neon"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource429.jpg,Liquid Motion Blur,Psychedelic Rock,Tame Impala,Let It Happen,abstract,euphoric,"brown, yellow","contemporary, trippy"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource606.jpg,Whirlwind Passion,Psychedelic,Tame Impala,Whirlwind,Abstract,Euphoric,Vibrant (red and blue),"Trippy, Contemporary, Stoner, Graffiti"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource270.jpg,"""Nature's Mirage""",Ambient,Brian Eno,"""Reflections of Reality""","surreal, nature",calming,"green, blue","contemporary, trippy"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC030324171.jpeg,Dreamlike Radiance,psychedelic,Tame Impala,Electric Dreams,abstract,euphoric,"vibrant, blue, white, dark","neon, festival, trippy, contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC030324163.jpeg,Dreamy Echoes of Light,Psychedelic,Tame Impala,Blue Reverie,Abstract,Mysterious and calming,"Dark, blue, cool tone","Trippy, contemporary, neon, stoner"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource571.jpg,Mystical Blueprint,Psychedelic,Daft Punk,Electric Pulse,Abstract,Calming,Blue,"Space, Contemporary, Trippy"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource41.jpg,Serenity in Motion,Ambient,Brian Eno,An Ending (Ascent),abstract,calming,blue,"contemporary, trippy"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource188.jpg,City of Lights and Shadows,Indie,The Reflective Streets,Umbrella Maze,surreal,euphoric,"blue, yellow","trippy, urban"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC030324179.jpeg,Golden Trails of Energy,Psychedelic,Tame Impala,Light in Motion,Abstract,Euphoric,"Vibrant, warm, yellow, orange, gold, brown, red","Trippy, festival, contemporary, neon"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC0303241154.jpeg,Vibrant Abstract Motion,Indie,Tame Impala,Feels Like We Only Go Backwards,abstract,euphoric,vibrant,"contemporary, trippy"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource4.jpg,Dreamscape,Psychedelic,Tame Impala,Dreamscape,"Abstract, Surreal","Calming, Euphoric","Vibrant, Blue, Pink, Red, Green","Trippy, Contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource359.jpg,Whimsical Railscape,Psychedelic,Tame Impala,Majestic Railways,Abstract,"Rebellious, calming","Vibrant, purple, pink, magenta, green","Graffiti, neon, trippy, barbiecore, contemporary, hipstoric"
https://storage.googleapis.com/workthisfucker/ProcreateFiles/PFBRUINS634.jpg,Spread the Hate,Hip Hop,Kendrick Lamar,Spread the Hate,Abstract,Rebellious,"Red, Yellow, Blue, Black","Graffiti, Neon, Trippy, Contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC030324150.jpeg,Dreamlike Radiance,Psychedelic,Tame Impala,Waves of Color,"abstract, surreal",euphoric,"vibrant, colorful, pink, blue, purple","trippy, contemporary, neon"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC0303241155.jpeg,Psychedelic Mawscape,Psychedelic Rock,Tame Impala,Rainbow Resonance,"Abstract, Surreal","Euphoric, Wanderlust","Vibrant, Colorful, Yellow, Red, Blue, Purple, Orange","Trippy, Festival, Contemporary, Neon, Stoner"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource279.jpg,Dreamlike Green Abstraction,indie,Bon Iver,Soft Green Dreams,abstract,calming,green,"contemporary, boho, trippy"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource307.jpg,Dreamy Blue Reflections,Indie,Bon Iver,Holocene,"surreal, abstract",calming,"blue, dark","trippy, contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource714.jpg,Vibrant Chaos,Psychedelic,Tame Impala,Abstract Vibrations,Abstract,Euphoric,"Vibrant, colorful (gray, red, black, green, blue, yellow, brown)","Boho, contemporary, trippy, graffiti"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC030324130.jpeg,Serene Flux,Ambient,Brian Eno,Light Through Water,abstract,calming,"light blue, pink, purple","contemporary, trippy"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC030324166.jpeg,Echoing Reverberations,psychedelic,Tame Impala,Echoing Lights,"abstract, surreal, modern pop","calming, wanderlust","vibrant, colorful, orange, yellow, blue, warm tone","trippy, contemporary, festival, hipstoric, neon"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource666.jpg,Swirling Reflections,Psychedelic,Tame Impala,Blue Reverie,Abstract,Calming,"Blue, white, black","Contemporary, Trippy, Hipstoric"
https://storage.googleapis.com/workthisfucker/ProcreateFiles/PFBruinsZ14.jpeg,Dynamic Abstraction of Winds,indie,Imagine Dragons,Blowing in the Wind,abstract,euphoric,"blue, yellow, black, white","contemporary, trippy"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource235.jpg,Roadmap for an Unknown Destination,Psychedelic,Tame Impala,Spectrum of Chaos,abstract,euphoric,vibrant; yellow; green; red; blue; purple,festival; trippy; contemporary
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource223.jpg,Dreamscape Skyline,psychedelic,Tame Impala,Layers of Light,abstract,calming,"blue, turquoise, vibrant, cool tone","trippy, neon, space, contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource564.jpg,Energetic Hues of a Vibrant Cityscape,Psychedelic Rock,Tame Impala,Colors in Motion,Abstract,Euphoric,"Orange, Yellow, Pink, Blue, Purple, Warm Tone","Trippy, Graffiti, Contemporary, Summer"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource417.jpg,Azure Reverie,Indie,Glass Animals,Colors in Still Motion,abstract,calming,"blue, green, dark, cool tone","trippy, contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC990694.jpeg,Reflections Through the Rain,indie,Bon Iver,Through the Windshield,abstract,calming,"cool tone, blue, neutral","trippy, contemporary, hipstoric"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC99042.jpeg,Enigmatic Sequences of the Fluid Sky,Indie,Sigur Rós,Sæglópur,abstract,calming,blue,"trippy, contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource411.jpg,Veins of Grey,Psychedelic Indie,Tame Impala,Veins of Time,Abstract,"Lonely, Wanderlust",Neutral,"Contemporary, Graffiti, Trippy"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource819.jpeg,"""Ethereal Skies""",indie,Bon Iver,"""Holocene""",surreal,euphoric,blue,"trippy, contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource282.jpg,Field in Motion,Psychedelic,Tame Impala,Grassland Dreams,"Abstract, Nature","Calming, Wanderlust","Vibrant, Colorful, Warm","Forest, Spring, Boho, Trippy"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource62.jpg,Chaotic Symphony of Lines and Colors,Psychedelic,Tame Impala,Lines in Bloom,"Abstract, Maximalist",Euphoric,"Vibrant, Dark, Blue, Red, Green, Black","Contemporary, Graffiti, Stoner, Trippy"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC110224125.jpeg,Dreams Beyond the Clouds,Psychedelic,Tame Impala,Floating Through the Sky,surreal,calming,"blue, cool tone","trippy, forest, contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource77.jpg,Beneath the Red Frames,Psychedelic,Tame Impala,Red Reflections,Abstract,Euphoric,"Red, warm tone","Trippy, contemporary, boho"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC110224149.jpeg,Dreamscape in Motion,Psychedelic,Tame Impala,Blurred Horizons,"Abstract, Nature",Wanderlust,"Orange, Yellow, Blue, Green","Trippy, Psychedelic, Desert, Fall"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource667.jpg,Dynamic Waves of Serenity,indie,Bon Iver,Ocean Blues,abstract,calming,"blue, white, black","contemporary, trippy, stoner"
https://storage.googleapis.com/workthisfucker/ProcreateFiles/PFBRUINS8805.jpeg,Bumblebee Abstract,Psychedelic,Be-Bop,Flight of Positivity,Abstract,Euphoric,"Yellow, Black","Trippy, Graffiti, Animal, Contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC0303241134.jpeg,Blurred Dreamscape,Psychedelic,Tame Impala,Kaleidoscope Visions,Abstract,Calming,"Yellow, Blue, Brown, Neutral","Trippy, Contemporary, Surreal"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource263.jpg,Whispering Veil of the Meadow,Psychedelic,Tame Impala,Breeze Through the Veil,Abstract,Calming,"Green, White, Neutral, Cool Tone","Forest, Trippy, Spring, Nature"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource710.jpg,Calm Serenity in Blues,Indie,Bon Iver,Icy Blue Calm,Abstract,Calming,"Blue, Black, White","Contemporary, Trippy"
https://storage.googleapis.com/workthisfucker/ProcreateFiles/PFBruinsZ16.jpeg,Spiraling Visions,Psychedelic,Tame Impala,Symbolic Chaos,Abstract,Rebellious,"Blue, White, Red","Graffiti, Trippy, Contemporary"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource610.jpg,Vibrant Coral Flow,Psychedelic,Tame Impala,Rippling Reefs,Abstract,Calming,"Vibrant, Blue, Orange, Red","Trippy, Contemporary, Animal"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource460.jpg,Dreamscape Gradients,Psychedelic,Pink Floyd,Ethereal Hues,Abstract Surreal,Calming Euphoric,Vibrant Colorful Cool Tone,Trippy Contemporary Neon Summer Boho
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC90044.jpeg,Luminous Symphony,Psychedelic,Daft Punk,Trails of Light,Abstract,Euphoric,"Yellow, White, Dark","Trippy, Contemporary, Space, Neon"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource98.jpg,Diamond Dance in the Mist,Indie,Fisherman's Muse,Entwined in Waves,Nature,Calming,"Turquoise, Gray, Blue, Cool Tone","Boho, Contemporary, Beach, Surf, Trippy"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC9906925.jpeg,Dreamy Floral Visions,Indie,Florence and the Machine,Bloom in Motion,Abstract,Euphoric,"Blue, Purple, Pink, Green","Flower, Contemporary, Trippy"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource644.jpg,Tides of Color and Vitality,Psychedelic,Tame Impala,Waves in Bloom,"Abstract, Nature","Calming, Euphoric","Vibrant, Blue, Red, Purple, Orange, Yellow, White","Trippy, Surf, Contemporary, Summer"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource151.jpg,Geometric Reverie,Indie,Bon Iver,Holocene,Abstract,Euphoric,Warm,"Contemporary, Trippy"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource479.jpg,Shadow's Canvas,Indie,Bon Iver,Shadows on the Walls,Abstract,Mysterious,"Pink, Red, Beige, Gray, Brown","Contemporary, Trippy"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRC0303241104.jpeg,Through a Veil,Psychedelic,Pink Floyd,Through a Veil,"Abstract, Surreal","Calming, Lonely","Black And White, Cool Tone, Neutral","Trippy, Hipstoric, Forest, Contemporary, Retro"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource568.jpg,Autumn Vibrance,Indie,Bon Iver,For Emma,"Abstract, Surreal",Euphoric,"Yellow, Orange, Green","Forest, Trippy, Fall"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource322.jpg,Reflections Beneath the Ice Layers,Psychedelic,Tame Impala,Aqua Reverie,Abstract,Calming,Blue,"Trippy, Contemporary, Space"
https://storage.googleapis.com/workthisfucker/ProcreateFiles/PFMJB4.jpeg,Euphoric Mystery,Psychedelic,Tame Impala,Prismatic Echoes,Abstract,Euphoric,"Vibrant, Colorful, Purple, Pink, Blue, Orange, Green, Magenta","Contemporary, Trippy, Neon, Festival, Hipstoric"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource531.jpg,Dreamscape Intertwined,Psychedelic,Tame Impala,Colors of Serenity,Abstract,Calming,"Blue, Pink, Purple, Green, Magenta, Cool Tone","Trippy, Contemporary, Summer"
https://storage.googleapis.com/workthisfucker/ALLLRC/LRCSource301.jpg,"""Through the Red Veil""",Psychedelic,Tame Impala,"""Dimlit Reverie""",Abstract,Rebellious,"Red, Yellow","Retro, Trippy, Hipstoric"
